targetTrend	pred2ndNext	pred1rstNext	predWillFollowIncreaseCapacity	DrawId	Feat-UniverseLength-Over10	Feat-UniverseLength-Over10-didFollowIncreaseCapacity	Feat-UniverseLength-Over10-LastMovingDirection	Feat-UniverseLength-Over10-ShortMovingDirectionBalance	Feat-UniverseLength-Over10-PreviousLastMovingDirection	Feat-UniverseLength-Over10-LargerMovingDirectionBalance	Feat-UniverseLength-Over10-sameValueSerie	Feat-UniverseLength-Over10-greaterThanSerie	Feat-UniverseLength-Over10-lowerThanSerie	Feat-UniverseLength-Over10-CanIncreaseOf	Feat-UniverseLength-Over10-CanDecreaseOf	Feat-Effectifs-Over10-andSupa20-MeanEffsIn	Feat-Effectifs-Over10-andSupa20-MeanEffsOut	Feat-Effectifs-Over10-andSupa20-MedianEffsIn	Feat-Effectifs-Over10-andSupa20-MedianEffsOut
-10	7	7	False	20190218	8	False	1	-4	0	-40	2	22	2	0	-1	2.25	1.0	2.0	1.0
-5	7	8	False	20190216	8	True	1	0	0	0	1	21	1	1	0	2.25	1.0	2.0	1.0
10	8	8	True	20190215	7	False	1	-5	-1	-50	3	11	3	1	0	2.57	0.67	2.0	0.0
5	8	7	False	20190214	7	True	1	-5	-1	-50	2	10	2	1	0	2.43	1.0	2.0	1.0
0	7	7	True	20190213	7	True	1	-4	-1	-40	1	9	1	0	-1	2.57	0.67	3.0	1.0
10	7	7	True	20190212	6	False	-1	5	1	50	2	2	25	1	0	2.5	1.25	2.5	1.0
5	7	6	False	20190211	6	False	-1	4	1	40	1	1	24	1	0	2.5	1.25	2.5	1.0
-10	6	6	False	20190209	7	True	1	-7	-1	-70	1	6	1	0	-1	2.29	1.33	2.0	1.0
5	6	7	True	20190208	6	False	-1	2	0	20	1	1	22	1	0	2.5	1.25	2.5	1.0
-5	7	6	False	20190207	7	True	0	-2	-1	-20	4	4	8	0	-1	2.57	0.67	3.0	1.0
-5	6	7	True	20190206	7	False	-1	5	1	50	3	3	7	0	-1	2.57	0.67	3.0	1.0
0	7	7	False	20190205	7	False	-1	5	1	50	2	2	6	1	0	2.43	1.0	3.0	1.0
0	7	7	False	20190204	7	False	-1	5	1	50	1	1	5	1	0	2.29	1.33	2.0	1.0
-10	7	7	False	20190202	8	False	1	-2	1	-20	2	9	2	0	-1	2.25	1.0	2.0	1.0
-5	7	8	False	20190201	8	True	1	2	1	20	1	8	1	1	0	2.25	1.0	2.0	1.0
10	8	8	True	20190131	7	True	1	-5	-1	-50	2	5	2	1	0	2.43	1.0	3.0	1.0
5	8	7	True	20190130	7	True	1	-7	-1	-70	1	4	1	0	-1	2.29	1.33	2.0	1.0
10	7	7	True	20190129	6	True	-1	0	-1	0	2	2	13	1	0	2.5	1.25	2.5	1.0
5	7	6	True	20190128	6	False	-1	-5	-1	-50	1	1	12	0	-1	2.5	1.25	2.5	1.0
-10	6	6	False	20190126	7	False	-1	-1	-1	-10	1	1	7	0	-1	2.57	0.67	3.0	1.0
-15	6	7	False	20190125	8	False	-1	5	1	50	2	2	5	0	-1	2.38	0.5	2.5	0.5
-5	7	8	False	20190124	8	False	-1	8	1	80	1	1	4	1	0	2.38	0.5	2.5	0.5
-10	8	8	False	20190123	9	False	1	2	1	20	2	442	2	0	-1	2.22	0.0	2.0	0.0
-5	8	9	False	20190122	9	True	1	7	1	70	1	441	1	1	0	2.22	0.0	2.0	0.0
10	9	9	True	20190121	8	True	1	4	1	40	1	83	1	1	0	2.38	0.5	2.0	0.5
15	9	8	True	20190119	7	True	1	-2	0	-20	1	10	1	1	0	2.57	0.67	2.0	1.0
15	8	7	True	20190118	6	False	0	2	1	20	4	8	4	1	0	3.0	0.5	3.0	0.5
5	7	6	False	20190117	6	False	1	-5	0	-50	3	7	3	1	0	2.83	0.75	2.5	1.0
0	6	6	False	20190116	6	False	1	-4	0	-40	2	6	2	1	0	2.67	1.0	2.5	1.0
0	6	6	False	20190115	6	True	1	-4	0	-40	1	5	1	1	0	2.67	1.0	2.5	1.0
10	6	6	True	20190114	5	False	-1	4	-1	40	3	3	127	1	0	2.8	1.2	3.0	1.0
5	6	5	False	20190112	5	True	-1	-2	-1	-20	2	2	126	1	0	2.8	1.2	3.0	1.0
0	5	5	True	20190111	5	False	-1	-5	-1	-50	1	1	125	0	-1	2.6	1.4	3.0	2.0
-10	5	5	False	20190110	6	False	-1	-2	-1	-20	1	1	26	0	-1	2.5	1.25	2.5	1.5
-15	5	6	False	20190109	7	False	-1	5	1	50	1	1	5	0	-1	2.29	1.33	2.0	2.0
-15	6	7	False	20190108	8	True	1	-2	-1	-20	1	72	1	0	-1	2.12	1.5	2.0	1.5
5	7	8	True	20190107	7	False	-1	10	1	100	1	1	3	1	0	2.29	1.33	2.0	1.0
-5	8	7	False	20190105	8	True	1	0	1	0	1	70	1	0	-1	2.25	1.0	2.0	1.0
5	7	8	True	20190104	7	True	1	-7	-1	-70	1	26	1	1	0	2.14	1.67	2.0	1.0
15	8	7	True	20190103	6	False	-1	2	0	20	1	1	20	1	0	2.5	1.25	2.0	1.0
-5	7	6	False	20190102	7	True	0	2	1	20	4	24	4	0	-1	2.57	0.67	2.0	1.0
-5	6	7	True	20190101	7	False	1	-7	-1	-70	3	23	3	0	-1	2.71	0.33	2.0	0.0
0	7	7	False	20191231	7	False	1	-7	-1	-70	2	22	2	1	0	2.57	0.67	2.0	1.0
0	7	7	False	20181229	7	True	1	-7	-1	-70	1	21	1	1	0	2.57	0.67	2.0	1.0
10	7	7	True	20181228	6	False	-1	2	0	20	1	1	15	1	0	2.67	1.0	2.5	1.0
-5	7	6	False	20181227	7	False	0	2	1	20	4	19	4	0	-1	2.29	1.33	2.0	1.0
-5	6	7	False	20181226	7	False	1	-7	-1	-70	3	18	3	1	0	2.14	1.67	2.0	2.0
0	7	7	False	20181225	7	True	1	-5	-1	-50	2	17	2	1	0	2.14	1.67	2.0	2.0
0	7	7	True	20181224	7	True	1	-4	-1	-40	1	16	1	0	-1	2.0	2.0	2.0	2.0
10	7	7	True	20181222	6	False	-1	5	1	50	1	1	10	1	0	2.0	2.0	1.5	2.0
-5	7	6	False	20181221	7	True	1	-5	-1	-50	1	14	1	0	-1	2.14	1.67	2.0	1.0
5	6	7	True	20181220	6	True	-1	4	0	40	2	2	8	1	0	2.33	1.5	2.0	1.0
5	7	6	True	20181219	6	False	-1	2	0	20	1	1	7	0	-1	2.5	1.25	2.0	1.0
-10	6	6	False	20181218	7	False	0	2	1	20	4	11	4	0	-1	2.29	1.33	2.0	1.0
-5	6	7	False	20181217	7	True	1	-5	1	-50	3	10	3	1	0	2.29	1.33	2.0	1.0
0	7	7	True	20181215	7	False	1	-2	1	-20	2	9	2	0	-1	2.57	0.67	3.0	1.0
0	7	7	False	20181214	7	True	1	0	1	0	1	8	1	1	0	2.43	1.0	3.0	1.0
10	7	7	True	20181213	6	False	1	-10	-1	-100	2	4	2	1	0	2.5	1.25	2.5	1.5
5	7	6	False	20181212	6	True	1	-12	-1	-120	1	3	1	1	0	2.33	1.5	2.0	2.0
10	6	6	True	20181211	5	False	-1	-4	-1	-40	1	1	98	1	0	2.4	1.6	2.0	2.0
-5	6	5	False	20181210	6	False	-1	0	0	0	1	1	16	0	-1	2.33	1.5	2.0	1.5
-15	5	6	False	20181208	7	True	-1	5	0	50	3	3	7	0	-1	2.29	1.33	2.0	1.0
-5	6	7	True	20181207	7	True	-1	4	0	40	2	2	6	0	-1	2.14	1.67	2.0	2.0
0	7	7	True	20181206	7	False	-1	4	0	40	1	1	5	0	-1	2.14	1.67	2.0	2.0
-10	7	7	False	20181205	8	False	1	-4	1	-40	3	43	3	0	-1	2.25	1.0	2.0	1.0
-5	7	8	False	20181204	8	False	1	0	1	0	2	42	2	1	0	2.25	1.0	2.0	1.0
0	8	8	False	20181203	8	True	1	2	1	20	1	41	1	1	0	2.25	1.0	2.5	1.0
10	8	8	True	20181201	7	True	1	-5	-1	-50	1	21	1	1	0	2.57	0.67	3.0	0.0
15	8	7	True	20181130	6	False	-1	5	1	50	2	2	8	1	0	3.0	0.5	3.0	0.0
5	7	6	False	20181129	6	False	-1	5	1	50	1	1	7	1	0	3.0	0.5	3.0	0.0
-10	6	6	False	20181128	7	False	1	-4	0	-40	2	18	2	0	-1	2.71	0.33	3.0	0.0
-5	6	7	False	20181127	7	True	1	-2	0	-20	1	17	1	1	0	2.71	0.33	2.0	0.0
10	7	7	True	20181126	6	False	0	2	1	20	4	8	4	1	0	3.0	0.5	2.5	0.5
5	7	6	False	20181124	6	False	1	-7	-1	-70	3	7	3	1	0	3.0	0.5	2.0	0.5
0	6	6	False	20181123	6	False	1	-7	-1	-70	2	6	2	1	0	3.0	0.5	2.5	0.5
0	6	6	False	20181122	6	True	1	-7	-1	-70	1	5	1	1	0	3.0	0.5	2.5	0.5
10	6	6	True	20181121	5	False	-1	0	0	0	1	1	81	1	0	3.2	0.8	3.0	1.0
-5	6	5	False	20181120	6	False	-1	7	1	70	3	3	65	0	-1	2.83	0.75	3.0	1.0
-5	5	6	False	20181119	6	False	-1	5	1	50	2	2	64	1	0	2.83	0.75	3.0	1.0
0	6	6	False	20181117	6	False	-1	4	1	40	1	1	63	1	0	2.83	0.75	3.0	1.0
-10	6	6	False	20181116	7	True	1	-7	-1	-70	1	8	1	0	-1	2.57	0.67	2.0	1.0
5	6	7	True	20181115	6	False	-1	2	0	20	1	1	61	1	0	2.5	1.25	2.0	1.0
-5	7	6	False	20181114	7	False	0	0	0	0	6	6	11	0	-1	2.29	1.33	2.0	1.0
-5	6	7	False	20181113	7	True	0	0	-1	0	5	5	10	1	0	2.14	1.67	2.0	2.0
0	7	7	True	20181112	7	False	0	-2	-1	-20	4	4	9	0	-1	2.0	2.0	2.0	2.0
0	7	7	False	20181110	7	True	-1	5	1	50	3	3	8	1	0	2.0	2.0	2.0	2.0
0	7	7	True	20181109	7	True	-1	5	1	50	2	2	7	0	-1	2.0	2.0	2.0	2.0
0	7	7	True	20181108	7	False	-1	5	1	50	1	1	6	0	-1	2.29	1.33	2.0	1.0
-10	7	7	False	20181107	8	False	1	-4	0	-40	2	19	2	0	-1	2.38	0.5	2.0	0.5
-5	7	8	False	20181106	8	True	1	0	0	0	1	18	1	1	0	2.38	0.5	2.0	0.5
10	8	8	True	20181105	7	True	1	-5	0	-50	3	16	3	1	0	2.57	0.67	3.0	1.0
5	8	7	True	20181103	7	True	1	-4	0	-40	2	15	2	0	-1	2.71	0.33	3.0	0.0
0	7	7	True	20181102	7	True	1	-2	0	-20	1	14	1	0	-1	2.71	0.33	3.0	0.0
10	7	7	True	20181101	6	False	0	0	0	0	6	6	49	1	0	3.17	0.25	3.5	0.0
5	7	6	False	20181031	6	False	0	0	-1	0	5	5	48	1	0	3.17	0.25	3.5	0.0
0	6	6	False	20181030	6	False	0	-2	-1	-20	4	4	47	1	0	3.0	0.5	3.0	0.5
0	6	6	False	20181029	6	False	-1	5	0	50	3	3	46	1	0	2.83	0.75	3.0	1.0
0	6	6	False	20181027	6	False	-1	4	0	40	2	2	45	1	0	2.83	0.75	3.0	1.0
0	6	6	False	20181026	6	False	-1	4	0	40	1	1	44	1	0	2.83	0.75	3.0	1.0
-10	6	6	False	20181025	7	False	1	-5	0	-50	3	7	3	0	-1	2.57	0.67	3.0	1.0
-5	6	7	False	20181024	7	True	1	-4	0	-40	2	6	2	1	0	2.43	1.0	3.0	1.0
0	7	7	True	20181023	7	True	1	-4	0	-40	1	5	1	0	-1	2.43	1.0	2.0	1.0
10	7	7	True	20181022	6	False	-1	4	-1	40	3	3	40	1	0	2.5	1.25	2.5	1.5
5	7	6	False	20181020	6	True	-1	-2	-1	-20	2	2	39	1	0	2.5	1.25	2.5	1.5
0	6	6	True	20181019	6	False	-1	-5	-1	-50	1	1	38	0	-1	2.5	1.25	2.0	1.5
-10	6	6	False	20181018	7	False	-1	2	-1	20	1	1	13	0	-1	2.43	1.0	2.0	1.0
-15	6	7	False	20181017	8	False	-1	12	1	120	1	1	3	0	-1	2.25	1.0	2.0	1.0
-15	7	8	False	20181016	9	True	1	2	1	20	1	357	1	0	-1	2.22	0.0	2.0	0.0
5	8	9	True	20181015	8	True	1	-4	-1	-40	1	57	1	1	0	2.12	1.5	2.0	1.5
15	9	8	True	20181013	7	False	-1	7	1	70	2	2	9	1	0	2.43	1.0	2.0	0.0
5	8	7	False	20181012	7	False	-1	7	1	70	1	1	8	1	0	2.43	1.0	3.0	0.0
-10	7	7	False	20181011	8	True	1	-2	0	-20	1	54	1	0	-1	2.38	0.5	2.5	0.5
5	7	8	True	20181010	7	True	0	0	0	0	6	11	6	1	0	2.71	0.33	3.0	0.0
5	8	7	True	20181009	7	False	0	0	1	0	5	10	5	0	-1	2.71	0.33	3.0	0.0
0	7	7	False	20181008	7	False	0	2	1	20	4	9	4	1	0	2.71	0.33	3.0	0.0
0	7	7	False	20181006	7	True	1	-5	0	-50	3	8	3	1	0	2.71	0.33	3.0	0.0
0	7	7	True	20181005	7	False	1	-4	0	-40	2	7	2	0	-1	2.71	0.33	3.0	0.0
0	7	7	False	20181004	7	True	1	-4	0	-40	1	6	1	1	0	2.57	0.67	3.0	1.0
10	7	7	True	20181003	6	True	-1	5	-1	50	3	3	24	1	0	2.5	1.25	2.5	1.5
5	7	6	True	20181002	6	True	-1	2	-1	20	2	2	23	0	-1	2.5	1.25	2.0	1.5
0	6	6	True	20181001	6	False	-1	-2	-1	-20	1	1	22	0	-1	2.33	1.5	2.0	1.5
-10	6	6	False	20180929	7	False	-1	5	1	50	2	2	13	0	-1	2.14	1.67	2.0	2.0
-5	6	7	False	20180928	7	False	-1	5	1	50	1	1	12	1	0	2.14	1.67	2.0	2.0
-10	7	7	False	20180927	8	False	1	-4	0	-40	2	42	2	0	-1	2.12	1.5	2.0	1.5
-5	7	8	False	20180926	8	True	1	-2	0	-20	1	41	1	1	0	2.12	1.5	2.0	1.5
10	8	8	True	20180925	7	False	0	-2	-1	-20	4	4	9	1	0	2.0	2.0	2.0	2.0
5	8	7	False	20180924	7	True	-1	5	1	50	3	3	8	1	0	2.0	2.0	2.0	2.0
0	7	7	True	20180922	7	False	-1	5	1	50	2	2	7	0	-1	2.43	1.0	2.0	1.0
0	7	7	False	20180921	7	False	-1	5	1	50	1	1	6	1	0	2.43	1.0	2.0	1.0
-10	7	7	False	20180920	8	True	1	-4	0	-40	2	36	2	0	-1	2.38	0.5	2.0	0.5
-5	7	8	True	20180919	8	True	1	0	0	0	1	35	1	0	-1	2.38	0.5	2.0	0.5
10	8	8	True	20180918	7	True	1	-5	0	-50	3	16	3	1	0	2.43	1.0	2.0	1.0
5	8	7	True	20180917	7	False	1	-4	0	-40	2	15	2	0	-1	2.43	1.0	2.0	1.0
0	7	7	False	20180915	7	True	1	-4	0	-40	1	14	1	1	0	2.43	1.0	2.0	1.0
10	7	7	True	20180914	6	False	-1	5	0	50	3	3	8	1	0	2.67	1.0	3.0	1.0
5	7	6	False	20180913	6	False	-1	4	0	40	2	2	7	1	0	2.5	1.25	3.0	1.5
0	6	6	False	20180912	6	False	-1	2	0	20	1	1	6	1	0	2.5	1.25	3.0	1.5
-10	6	6	False	20180911	7	False	0	2	1	20	4	10	4	0	-1	2.29	1.33	3.0	1.0
-5	6	7	False	20180910	7	False	1	-4	1	-40	3	9	3	1	0	2.14	1.67	2.0	1.0
0	7	7	False	20180908	7	True	1	-2	1	-20	2	8	2	1	0	2.14	1.67	2.0	1.0
0	7	7	True	20180907	7	True	1	-2	1	-20	1	7	1	0	-1	2.14	1.67	2.0	1.0
10	7	7	True	20180906	6	True	1	-10	-1	-100	1	3	1	1	0	2.33	1.5	2.0	1.0
15	7	6	True	20180905	5	False	-1	-2	-1	-20	1	1	15	1	0	2.6	1.4	2.0	1.0
-5	6	5	False	20180904	6	False	-1	2	1	20	1	1	8	0	-1	2.83	0.75	2.0	1.0
-15	5	6	False	20180903	7	True	1	-12	-1	-120	1	3	1	0	-1	2.57	0.67	2.0	1.0
5	6	7	True	20180901	6	False	-1	-2	-1	-20	1	1	6	1	0	2.83	0.75	3.0	1.0
-5	7	6	False	20180831	7	False	-1	7	1	70	1	1	4	0	-1	2.57	0.67	2.0	1.0
-15	6	7	False	20180830	8	False	1	2	1	20	2	18	2	0	-1	2.38	0.5	1.0	0.5
-5	7	8	False	20180829	8	True	1	5	1	50	1	17	1	1	0	2.25	1.0	1.0	1.0
10	8	8	True	20180828	7	True	1	0	1	0	1	15	1	1	0	2.14	1.67	1.0	2.0
15	8	7	True	20180827	6	True	1	-7	-1	-70	1	13	1	1	0	2.5	1.25	1.5	1.0
15	7	6	True	20180825	5	False	-1	2	0	20	1	1	6	1	0	2.8	1.2	2.0	1.0
-5	6	5	False	20180824	6	False	0	2	1	20	4	11	4	0	-1	2.5	1.25	2.0	0.5
-5	5	6	False	20180823	6	True	1	-4	1	-40	3	10	3	1	0	2.5	1.25	2.0	0.5
0	6	6	True	20180822	6	False	1	0	1	0	2	9	2	0	-1	2.83	0.75	3.0	1.0
0	6	6	False	20180821	6	True	1	4	1	40	1	8	1	1	0	2.83	0.75	2.5	1.0
10	6	6	True	20180820	5	True	1	-4	0	-40	1	5	1	1	0	3.0	1.0	3.0	1.0
15	6	5	True	20180818	4	False	-1	4	-1	40	3	3	343	1	0	3.25	1.17	3.5	1.0
5	5	4	False	20180817	4	False	-1	0	-1	0	2	2	342	1	0	3.0	1.33	3.0	1.0
0	4	4	False	20180816	4	False	-1	-5	-1	-50	1	1	341	1	0	2.75	1.5	2.5	1.0
-10	4	4	False	20180815	5	False	-1	-4	-1	-40	1	1	13	0	-1	2.2	1.8	2.0	2.0
-15	4	5	False	20180814	6	False	-1	-2	-1	-20	2	2	11	0	-1	2.0	2.0	1.5	2.0
-5	5	6	False	20180813	6	False	-1	-5	-1	-50	1	1	10	1	0	1.83	2.25	1.0	2.0
-10	6	6	False	20180811	7	False	-1	0	-1	0	1	1	7	0	-1	1.57	3.0	1.0	3.0
-15	6	7	False	20180810	8	False	-1	10	1	100	1	1	4	0	-1	1.75	3.0	1.0	3.0
-15	7	8	False	20180809	9	True	1	2	1	20	1	299	1	0	-1	2.0	2.0	1.0	2.0
5	8	9	True	20180808	8	False	1	-2	1	-20	2	245	2	1	0	2.12	1.5	1.5	1.5
5	9	8	False	20180807	8	True	1	2	1	20	1	244	1	1	0	2.12	1.5	2.0	1.5
10	8	8	True	20180806	7	True	1	-2	1	-20	2	24	2	1	0	2.43	1.0	2.0	1.0
5	8	7	True	20180804	7	True	1	4	1	40	1	23	1	0	-1	2.57	0.67	2.0	1.0
10	7	7	True	20180803	6	True	1	0	1	0	2	7	2	1	0	2.83	0.75	2.5	1.0
5	7	6	True	20180802	6	True	1	2	1	20	1	6	1	0	-1	2.83	0.75	2.5	0.5
10	6	6	True	20180801	5	True	1	-7	-1	-70	1	4	1	1	0	2.8	1.2	2.0	1.0
15	6	5	True	20180731	4	False	-1	-2	-1	-20	2	2	327	1	0	3.25	1.17	3.0	1.0
5	5	4	False	20180730	4	False	-1	-7	-1	-70	1	1	326	1	0	3.0	1.33	3.0	1.0
-10	4	4	False	20180728	5	False	-1	-4	-1	-40	1	1	118	0	-1	3.2	0.8	3.0	1.0
-15	4	5	False	20180727	6	False	-1	4	0	40	1	1	5	0	-1	2.83	0.75	2.5	0.5
-15	5	6	False	20180726	7	False	1	-4	1	-40	3	15	3	0	-1	2.57	0.67	2.0	1.0
-5	6	7	False	20180725	7	False	1	-2	1	-20	2	14	2	1	0	2.57	0.67	2.0	1.0
0	7	7	False	20180724	7	True	1	0	1	0	1	13	1	1	0	2.43	1.0	2.0	1.0
10	7	7	True	20180723	6	True	1	-5	-1	-50	1	7	1	1	0	2.67	1.0	2.0	1.0
15	7	6	True	20180721	5	False	-1	4	1	40	1	1	112	1	0	3.0	1.0	2.0	1.0
-5	6	5	False	20180720	6	False	1	-7	-1	-70	2	5	2	0	-1	2.83	0.75	2.5	1.0
-5	5	6	False	20180719	6	True	1	-10	-1	-100	1	4	1	1	0	2.67	1.0	2.0	1.0
10	6	6	True	20180718	5	False	-1	-2	-1	-20	1	1	109	1	0	3.0	1.0	2.0	1.0
-5	6	5	False	20180717	6	True	-1	4	0	40	2	2	19	0	-1	2.67	1.0	2.0	1.0
-5	5	6	True	20180716	6	False	-1	2	0	20	1	1	18	0	-1	2.5	1.25	2.0	1.5
-10	6	6	False	20180714	7	False	0	0	-1	0	5	5	13	0	-1	2.29	1.33	2.0	1.0
-5	6	7	False	20180713	7	False	0	-2	-1	-20	4	4	12	1	0	2.29	1.33	2.0	1.0
0	7	7	False	20180712	7	True	-1	5	0	50	3	3	11	1	0	2.29	1.33	2.0	1.0
0	7	7	True	20180711	7	True	-1	4	0	40	2	2	10	0	-1	2.14	1.67	2.0	2.0
0	7	7	True	20180710	7	False	-1	2	0	20	1	1	9	0	-1	2.14	1.67	2.0	2.0
-10	7	7	False	20180709	8	False	0	2	1	20	4	219	4	0	-1	2.25	1.0	2.0	1.0
-5	7	8	False	20180707	8	False	1	-5	0	-50	3	218	3	1	0	2.25	1.0	2.0	1.0
0	8	8	False	20180706	8	False	1	-4	0	-40	2	217	2	1	0	2.25	1.0	2.0	1.0
0	8	8	False	20180705	8	True	1	-2	0	-20	1	216	1	1	0	2.12	1.5	2.0	1.5
10	8	8	True	20180704	7	False	0	2	1	20	4	22	4	1	0	2.43	1.0	2.0	0.0
5	8	7	False	20180703	7	False	1	-5	0	-50	3	21	3	1	0	2.43	1.0	2.0	0.0
0	7	7	False	20180702	7	True	1	-4	0	-40	2	20	2	1	0	2.29	1.33	2.0	0.0
0	7	7	True	20180630	7	True	1	-2	0	-20	1	19	1	0	-1	2.86	0.0	3.0	0.0
10	7	7	True	20180629	6	False	0	2	1	20	4	10	4	1	0	3.0	0.5	3.0	0.5
5	7	6	False	20180628	6	False	1	-5	0	-50	3	9	3	1	0	2.83	0.75	2.5	0.5
0	6	6	False	20180627	6	True	1	-4	0	-40	2	8	2	1	0	2.83	0.75	3.0	0.5
0	6	6	True	20180626	6	True	1	-2	0	-20	1	7	1	0	-1	3.0	0.5	3.0	0.5
10	6	6	True	20180625	5	False	0	0	-1	0	5	5	89	1	0	3.4	0.6	3.0	0.0
5	6	5	False	20180623	5	False	0	-2	-1	-20	4	4	88	1	0	3.2	0.8	3.0	1.0
0	5	5	False	20180622	5	False	-1	4	-1	40	3	3	87	1	0	3.2	0.8	3.0	1.0
0	5	5	False	20180621	5	False	-1	0	-1	0	2	2	86	1	0	3.2	0.8	3.0	1.0
0	5	5	False	20180620	5	False	-1	-4	-1	-40	1	1	85	1	0	3.2	0.8	3.0	1.0
-10	5	5	False	20180619	6	False	-1	2	0	20	1	1	15	0	-1	3.0	0.5	3.0	0.5
-15	5	6	False	20180618	7	False	0	2	1	20	4	8	4	0	-1	2.71	0.33	2.0	0.0
-5	6	7	False	20180616	7	False	1	-7	-1	-70	3	7	3	1	0	2.57	0.67	2.0	1.0
0	7	7	False	20180615	7	False	1	-7	-1	-70	2	6	2	1	0	2.57	0.67	2.0	1.0
0	7	7	False	20180614	7	True	1	-7	-1	-70	1	5	1	1	0	2.57	0.67	2.0	1.0
10	7	7	True	20180613	6	False	-1	0	0	0	1	1	10	1	0	2.33	1.5	2.0	1.5
-5	7	6	False	20180612	7	True	-1	5	1	50	3	3	7	0	-1	2.0	2.0	2.0	2.0
-5	6	7	True	20180611	7	False	-1	5	1	50	2	2	6	0	-1	2.0	2.0	2.0	2.0
0	7	7	False	20180609	7	False	-1	5	1	50	1	1	5	1	0	1.86	2.33	2.0	2.0
-10	7	7	False	20180608	8	False	1	-2	1	-20	2	193	2	0	-1	1.88	2.5	2.0	2.5
-5	7	8	False	20180607	8	True	1	2	1	20	1	192	1	1	0	1.88	2.5	1.5	2.5
10	8	8	True	20180606	7	True	1	-2	1	-20	2	25	2	1	0	2.14	1.67	2.0	2.0
5	8	7	True	20180605	7	True	1	2	1	20	1	24	1	0	-1	2.43	1.0	2.0	0.0
10	7	7	True	20180604	6	False	1	-5	-1	-50	2	8	2	1	0	2.83	0.75	2.5	0.0
5	7	6	False	20180602	6	True	1	-5	-1	-50	1	7	1	1	0	2.83	0.75	2.5	0.0
10	6	6	True	20180601	5	True	-1	4	0	40	2	2	69	1	0	2.8	1.2	2.0	0.0
5	6	5	True	20180531	5	False	-1	2	0	20	1	1	68	0	-1	3.2	0.8	4.0	0.0
-10	5	5	False	20180530	6	False	0	-2	-1	-20	4	4	47	0	-1	3.0	0.5	3.0	0.0
-5	5	6	False	20180529	6	False	-1	5	0	50	3	3	46	1	0	3.0	0.5	3.0	0.0
0	6	6	False	20180528	6	False	-1	4	0	40	2	2	45	1	0	3.0	0.5	3.0	0.0
0	6	6	False	20180526	6	False	-1	2	0	20	1	1	44	1	0	2.83	0.75	3.0	0.0
-10	6	6	False	20180525	7	False	0	2	1	20	4	15	4	0	-1	2.86	0.0	3.0	0.0
-5	6	7	False	20180524	7	True	1	-5	0	-50	3	14	3	1	0	2.86	0.0	3.0	0.0
0	7	7	True	20180523	7	False	1	-4	0	-40	2	13	2	0	-1	2.86	0.0	3.0	0.0
0	7	7	False	20180522	7	True	1	-2	0	-20	1	12	1	1	0	2.71	0.33	3.0	0.0
10	7	7	True	20180521	6	False	0	-2	-1	-20	4	4	39	1	0	3.0	0.5	3.0	0.5
5	7	6	False	20180519	6	False	-1	5	0	50	3	3	38	1	0	2.83	0.75	3.0	1.0
0	6	6	False	20180518	6	False	-1	4	0	40	2	2	37	1	0	2.83	0.75	2.5	1.0
0	6	6	False	20180517	6	False	-1	2	0	20	1	1	36	1	0	2.83	0.75	2.5	1.0
-10	6	6	False	20180516	7	False	0	2	1	20	4	7	4	0	-1	2.57	0.67	2.0	1.0
-5	6	7	False	20180515	7	False	1	-7	-1	-70	3	6	3	1	0	2.43	1.0	2.0	1.0
0	7	7	False	20180514	7	True	1	-7	-1	-70	2	5	2	1	0	2.43	1.0	2.0	1.0
0	7	7	True	20180512	7	True	1	-10	-1	-100	1	4	1	0	-1	2.29	1.33	2.0	1.0
10	7	7	True	20180511	6	False	-1	-2	-1	-20	1	1	31	1	0	2.5	1.25	2.0	1.0
-5	7	6	False	20180510	7	False	-1	5	1	50	2	2	5	0	-1	2.43	1.0	2.0	1.0
-5	6	7	False	20180509	7	False	-1	7	1	70	1	1	4	1	0	2.43	1.0	2.0	1.0
-10	7	7	False	20180508	8	False	1	-2	1	-20	2	166	2	0	-1	2.12	1.5	2.0	1.5
-5	7	8	False	20180507	8	True	1	0	1	0	1	165	1	1	0	2.0	2.0	2.0	2.0
10	8	8	True	20180505	7	True	1	-5	-1	-50	1	7	1	1	0	2.14	1.67	2.0	2.0
15	8	7	True	20180504	6	False	-1	4	1	40	1	1	25	1	0	2.17	1.75	2.0	2.0
-5	7	6	False	20180503	7	True	1	-7	-1	-70	2	5	2	0	-1	2.14	1.67	2.0	2.0
-5	6	7	True	20180502	7	True	1	-10	-1	-100	1	4	1	0	-1	2.29	1.33	2.0	1.0
10	7	7	True	20180501	6	False	-1	0	-1	0	1	1	22	1	0	2.5	1.25	2.5	1.0
-5	7	6	False	20180430	7	False	-1	7	1	70	2	2	6	0	-1	2.43	1.0	2.0	1.0
-5	6	7	False	20180428	7	False	-1	7	1	70	1	1	5	1	0	2.43	1.0	3.0	1.0
-10	7	7	False	20180427	8	True	1	0	0	0	1	157	1	0	-1	2.12	1.5	2.5	1.5
5	7	8	True	20180426	7	False	1	-5	-1	-50	3	6	3	1	0	2.43	1.0	3.0	1.0
5	8	7	False	20180425	7	False	1	-5	-1	-50	2	5	2	1	0	2.43	1.0	2.0	1.0
0	7	7	False	20180424	7	True	1	-7	-1	-70	1	4	1	1	0	2.43	1.0	2.0	1.0
